"Group","Year","Date","Sport","Gold","Athlete","Age","Country","Silver","Bronze","Total"
"I","2012","12/08/2012","Boxing","0","Clemente Russo","30","Italy","1","0","1"
"K","2012","12/08/2012","Boxing","1","Serik Sapiyev","28","Kazakhstan","0","0","1"
"U","2012","12/08/2012","Boxing","0","Taras Shelestiuk","26","Ukraine","0","1","1"
"U","2012","12/08/2012","Boxing","1","Claressa Shields","17","United States","0","0","1"
"J","2012","12/08/2012","Boxing","0","Satoshi Shimizu","26","Japan","0","1","1"
"I","2012","12/08/2012","Boxing","1","Katie Taylor","26","Ireland","0","0","1"
"C","2012","12/08/2012","Boxing","0","Yasnier Toledo","22","Cuba","0","1","1"
"R","2012","12/08/2012","Boxing","0","Nadezhda Torlopova","33","Russia","1","0","1"
"M","2012","12/08/2012","Boxing","0","Uranchimegiin Mönkh-Erdene","30","Mongolia","0","1","1"
"U","2012","12/08/2012","Boxing","1","Oleksandr Usik","25","Ukraine","0","0","1"
"K","2012","12/08/2012","Boxing","0","Marina Volnova","23","Kazakhstan","0","1","1"
"R","2012","12/08/2012","Boxing","0","Andrey Zamkovoy","25","Russia","0","1","1"
"C","2012","12/08/2012","Boxing","1","Zou Shiming","31","China","0","0","1"
"C","2008","24/08/2008","Boxing","0","Osmay Acosta","23","Cuba","0","1","1"
"R","2008","24/08/2008","Boxing","0","Georgiy Balakshin","28","Russia","0","1","1"
"C","2008","24/08/2008","Boxing","0","Carlos Banteux","21","Cuba","1","0","1"
"I","2008","24/08/2008","Boxing","0","Paddy Barnes","21","Ireland","0","1","1"
"T","2008","24/08/2008","Boxing","0","Manus Boonjumnong","28","Thailand","1","0","1"
"I","2008","24/08/2008","Boxing","1","Roberto Cammarelle","28","Italy","0","0","1"
"R","2008","24/08/2008","Boxing","1","Rakhim Chakhkiyev","25","Russia","0","0","1"
"C","2008","24/08/2008","Boxing","0","Emilio Correa Jr.","22","Cuba","1","0","1"
"G","2008","24/08/2008","Boxing","1","James DeGale","22","Great Britain","0","0","1"
"D","2008","24/08/2008","Boxing","1","Félix Díaz","24","Dominican Republic","0","0","1"
"F","2008","24/08/2008","Boxing","0","Khédafi Djelkhir","24","France","1","0","1"
"I","2008","24/08/2008","Boxing","0","Kenny Egan","26","Ireland","1","0","1"
"M","2008","24/08/2008","Boxing","1","Enkhbatyn Badar-Uugan","23","Mongolia","0","0","1"
"M","2008","24/08/2008","Boxing","0","Vaeceslav Gojan","25","Moldova","0","1","1"
"C","2008","24/08/2008","Boxing","0","Hanati Silamu","23","China","0","1","1"
"C","2008","24/08/2008","Boxing","0","Yampier Hernández","23","Cuba","0","1","1"
"U","2008","24/08/2008","Boxing","0","V'iacheslav Hlazkov","23","Ukraine","0","1","1"
"C","2008","24/08/2008","Boxing","0","Roniel Iglesias","19","Cuba","0","1","1"
"A","2008","24/08/2008","Boxing","0","Sahin Imranov","27","Azerbaijan","0","1","1"
"A","2008","24/08/2008","Boxing","0","Hrachik Javakhyan","24","Armenia","0","1","1"
"G","2008","24/08/2008","Boxing","0","Tony Jeffries","23","Great Britain","0","1","1"
"T","2008","24/08/2008","Boxing","1","Somjit Jongjohor","33","Thailand","0","0","1"
"M","2008","24/08/2008","Boxing","0","Bruno Julie","30","Mauritius","0","1","1"
"T","2008","24/08/2008","Boxing","0","Yakup Kiliç","22","Turkey","0","1","1"
"S","2008","24/08/2008","Boxing","0","Kim Jeong-Ju","26","South Korea","0","1","1"
"C","2008","24/08/2008","Boxing","0","Andry Laffita","30","Cuba","1","0","1"
"C","2008","24/08/2008","Boxing","0","Yankiel León","26","Cuba","1","0","1"
"U","2008","24/08/2008","Boxing","1","Vasyl Lomachenko","20","Ukraine","0","0","1"
"I","2008","24/08/2008","Boxing","0","Vincenzo Picardi","24","Italy","0","1","1"
"G","2008","24/08/2008","Boxing","0","David Price","25","Great Britain","0","1","1"
"M","2008","24/08/2008","Boxing","0","Pürevdorjin Serdamba","23","Mongolia","1","0","1"
"I","2008","24/08/2008","Boxing","0","Clemente Russo","26","Italy","1","0","1"
"K","2008","24/08/2008","Boxing","1","Bakhyt Sarsekbayev","26","Kazakhstan","0","0","1"
"K","2008","24/08/2008","Boxing","0","Yerkebulan Shynaliyev","20","Kazakhstan","0","1","1"
"I","2008","24/08/2008","Boxing","0","Vijender Singh","22","India","0","1","1"
"F","2008","24/08/2008","Boxing","0","Daouda Sow","25","France","1","0","1"
"I","2008","24/08/2008","Boxing","0","Darren Sutherland","26","Ireland","0","1","1"
"R","2008","24/08/2008","Boxing","1","Aleksey Tishchenko","24","Russia","0","0","1"
"C","2008","24/08/2008","Boxing","0","Yordenis Ugás","22","Cuba","0","1","1"
"F","2008","24/08/2008","Boxing","0","Alexis Vastine","21","France","0","1","1"
"U","2008","24/08/2008","Boxing","0","Deontay Wilder","22","United States","0","1","1"
"C","2008","24/08/2008","Boxing","1","Zhang Xiaoping","26","China","0","0","1"
"C","2008","24/08/2008","Boxing","0","Zhang Zhilei","25","China","1","0","1"
"C","2008","24/08/2008","Boxing","1","Zou Shiming","27","China","0","0","1"
"E","2004","29/08/2004","Boxing","0","Mohamed Aly","29","Egypt","1","0","1"
"C","2004","29/08/2004","Boxing","0","Lorenzo Aragon","30","Cuba","1","0","1"
"B","2004","29/08/2004","Boxing","0","Magomed Aripgadzhiyev","26","Belarus","1","0","1"
"K","2004","29/08/2004","Boxing","1","Bakhtiyar Artayev","21","Kazakhstan","0","0","1"
"A","2004","29/08/2004","Boxing","0","Fuad Aslanov","21","Azerbaijan","0","1","1"
"C","2004","29/08/2004","Boxing","1","Yan Barthelemí","24","Cuba","0","0","1"
"T","2004","29/08/2004","Boxing","1","Manus Boonjumnong","24","Thailand","0","0","1"
"I","2004","29/08/2004","Boxing","0","Roberto Cammarelle","24","Italy","0","1","1"
"U","2004","29/08/2004","Boxing","0","Andre Dirrell","21","United States","0","1","1"
"E","2004","29/08/2004","Boxing","0","Mohamed El-Sayed","31","Egypt","0","1","1"
"S","2004","29/08/2004","Boxing","0","Naser El-Shami","22","Syria","0","1","1"
"C","2004","29/08/2004","Boxing","1","Yuriorkis Gamboa","22","Cuba","0","0","1"
"R","2004","29/08/2004","Boxing","1","Gaydarbek Gaydarbekov","27","Russia","0","0","1"
"B","2004","29/08/2004","Boxing","0","Boris Georgiev","21","Bulgaria","0","1","1"
"R","2004","29/08/2004","Boxing","0","Ionut Gheorghe","20","Romania","0","1","1"
"K","2004","29/08/2004","Boxing","0","Gennady Golovkin","22","Kazakhstan","1","0","1"
"E","2004","29/08/2004","Boxing","0","Ahmed Ismail","28","Egypt","0","1","1"
"S","2004","29/08/2004","Boxing","0","Jo Seok-Hwan","24","South Korea","0","1","1"
"C","2004","29/08/2004","Boxing","0","Yudel Johnson","23","Cuba","1","0","1"
"R","2004","29/08/2004","Boxing","0","Sergey Kazakov","28","Russia","0","1","1"
"G","2004","29/08/2004","Boxing","0","Amir Khan","17","Great Britain","1","0","1"
"U","2004","29/08/2004","Boxing","0","Utkirbek Khaydarov","30","Uzbekistan","0","1","1"
"R","2004","29/08/2004","Boxing","0","Murat Khrachov","21","Russia","0","1","1"
"S","2004","29/08/2004","Boxing","0","Kim Jeong-Ju","22","South Korea","0","1","1"
"N","2004","29/08/2004","Boxing","0","Kim Song-Guk","20","North Korea","1","0","1"
"C","2004","29/08/2004","Boxing","1","Mario Kindelán","33","Cuba","0","0","1"
"C","2004","29/08/2004","Boxing","0","Michel López","27","Cuba","0","1","1"
"A","2004","29/08/2004","Boxing","0","Agasi M?mm?dov","24","Azerbaijan","0","1","1"
"T","2004","29/08/2004","Boxing","0","Worapoj Petchkoom","23","Thailand","1","0","1"
"R","2004","29/08/2004","Boxing","1","Aleksandr Povetkin","24","Russia","0","0","1"
"T","2004","29/08/2004","Boxing","0","Suriya Prasathinphimai","24","Thailand","0","1","1"
"G","2004","29/08/2004","Boxing","0","Rustam Rahimov","29","Germany","0","1","1"
"C","2004","29/08/2004","Boxing","1","Guillermo Rigondeaux","23","Cuba","0","0","1"
"R","2004","29/08/2004","Boxing","0","Oleg Saitov","30","Russia","0","1","1"
"C","2004","29/08/2004","Boxing","1","Odlanier Solís","24","Cuba","0","0","1"
"U","2004","29/08/2004","Boxing","0","Bakhodirdzhon Sultanov","19","Uzbekistan","0","1","1"
"G","2004","29/08/2004","Boxing","0","Vitali Tajbert","22","Germany","0","1","1"
"F","2004","29/08/2004","Boxing","0","Jérôme Thomas","25","France","1","0","1"
"R","2004","29/08/2004","Boxing","1","Aleksey Tishchenko","20","Russia","0","0","1"
"U","2004","29/08/2004","Boxing","1","André Ward","20","United States","0","0","1"
"T","2004","29/08/2004","Boxing","0","Atagün Yalçinkaya","17","Turkey","1","0","1"
"K","2004","29/08/2004","Boxing","0","Serik Yeleuov","23","Kazakhstan","0","1","1"
"C","2004","29/08/2004","Boxing","0","Zou Shiming","23","China","0","1","1"
"B","2004","29/08/2004","Boxing","0","Viktor Zuyev","21","Belarus","1","0","1"
"U","2000","01/10/2000","Boxing","1","Mukhammad Kadyr Abdullayev","26","Uzbekistan","0","0","1"
"A","2000","01/10/2000","Boxing","0","Mohamed Allalou","26","Algeria","0","1","1"
"F","2000","01/10/2000","Boxing","1","Brahim Asloum","21","France","0","0","1"
"M","2000","01/10/2000","Boxing","0","Cristian Bejarano","19","Mexico","0","1","1"
"G","2000","01/10/2000","Boxing","0","Vladimir Ch'ant'uria","22","Georgia","0","1","1"
"U","2000","01/10/2000","Boxing","0","Serhiy Danylchenko","26","Ukraine","0","1","1"
"K","2000","01/10/2000","Boxing","0","Mukhtarkhan Dildabekov","24","Kazakhstan","1","0","1"
"U","2000","01/10/2000","Boxing","0","Serhiy Dotsenko","21","Ukraine","1","0","1"
"R","2000","01/10/2000","Boxing","0","Kamil Dzhamaludinov","21","Russia","0","1","1"
"H","2000","01/10/2000","Boxing","0","Zsolt Erdei","26","Hungary","0","1","1"
"U","2000","01/10/2000","Boxing","0","Andriy Fedchuk","20","Ukraine","0","1","1"
"R","2000","01/10/2000","Boxing","0","Gaydarbek Gaydarbekov","23","Russia","1","0","1"
"M","2000","01/10/2000","Boxing","0","Vitalie Grusac","23","Moldova","0","1","1"
"C","2000","01/10/2000","Boxing","1","Jorge Gutiérrez","25","Cuba","0","0","1"
"G","2000","01/10/2000","Boxing","1","Audley Harrison","28","Great Britain","0","0","1"
"R","2000","01/10/2000","Boxing","0","Sultan-Akhmed Ibragimov","25","Russia","1","0","1"
"K","2000","01/10/2000","Boxing","1","Yermakhan Ibraimov","28","Kazakhstan","0","0","1"
"U","2000","01/10/2000","Boxing","0","Ricardo Juarez","20","United States","1","0","1"
"N","2000","01/10/2000","Boxing","0","Kim Un-Chol","20","North Korea","0","1","1"
"C","2000","01/10/2000","Boxing","1","Mario Kindelán","29","Cuba","0","0","1"
"G","2000","01/10/2000","Boxing","0","Sebastian Köber","21","Germany","0","1","1"
"U","2000","01/10/2000","Boxing","0","Andriy Kotelnyk","22","Ukraine","1","0","1"
"C","2000","01/10/2000","Boxing","0","Rudi Kraj","22","Czech Republic","1","0","1"
"R","2000","01/10/2000","Boxing","1","Aleksandr Lebzyak","31","Russia","0","0","1"
"S","2000","01/10/2000","Boxing","0","Rafael Lozano","30","Spain","1","0","1"
"C","2000","01/10/2000","Boxing","0","Diógenes Luña","23","Cuba","0","1","1"
"R","2000","01/10/2000","Boxing","0","Raimkul Malakhbekov","26","Russia","1","0","1"
"R","2000","01/10/2000","Boxing","0","Aleksandr Maletin","25","Russia","0","1","1"
"U","2000","01/10/2000","Boxing","0","Sergey Mikhaylov","24","Uzbekistan","0","1","1"
"T","2000","01/10/2000","Boxing","1","Wijan Ponlid","24","Thailand","0","0","1"
"C","2000","01/10/2000","Boxing","1","Guillermo Rigondeaux","19","Cuba","0","0","1"
"C","2000","01/10/2000","Boxing","0","Maikro Romero","27","Cuba","0","1","1"
"U","2000","01/10/2000","Boxing","0","Rustam Saidov","22","Uzbekistan","0","1","1"
"R","2000","01/10/2000","Boxing","1","Oleg Saitov","26","Russia","0","0","1"
"K","2000","01/10/2000","Boxing","1","Bekzat Sattarkhanov","20","Kazakhstan","0","0","1"
"C","2000","01/10/2000","Boxing","1","Félix Savón","32","Cuba","0","0","1"
"R","2000","01/10/2000","Boxing","0","Dorel Simion","23","Romania","0","1","1"
"R","2000","01/10/2000","Boxing","0","Marian Simion","25","Romania","1","0","1"
"U","2000","01/10/2000","Boxing","0","Volodymyr Sydorenko","23","Ukraine","0","1","1"
"M","2000","01/10/2000","Boxing","0","Tahar Tamsamani","20","Morocco","0","1","1"
"U","2000","01/10/2000","Boxing","0","Jermain Taylor","22","United States","0","1","1"
"F","2000","01/10/2000","Boxing","0","Jérôme Thomas","21","France","0","1","1"
"T","2000","01/10/2000","Boxing","0","Pornchai Thongburan","26","Thailand","0","1","1"
"I","2000","01/10/2000","Boxing","0","Paolo Vidoz","30","Italy","0","1","1"
"U","2000","01/10/2000","Boxing","0","Clarence Vinson","22","United States","0","1","1"
"U","2000","01/10/2000","Boxing","0","Ricardo Williams Jr.","19","United States","1","0","1"
"K","2000","01/10/2000","Boxing","0","Bolat Zhumadilov","27","Kazakhstan","1","0","1"
"A","2000","01/10/2000","Boxing","0","Vüqar Mursal ?l?kb?rov","19","Azerbaijan","0","1","1"
"G","2010","28/02/2010","Bobsleigh","0","Richy Adjei","27","Germany","1","0","1"
"C","2010","28/02/2010","Bobsleigh","0","David Bissett","30","Canada","0","1","1"
"C","2010","28/02/2010","Bobsleigh","0","Lascelles Brown","35","Canada","0","1","1"
"C","2010","28/02/2010","Bobsleigh","0","Shelley-Ann Brown","29","Canada","1","0","1"
"G","2010","28/02/2010","Bobsleigh","0","Thomas Florschütz","32","Germany","1","0","1"
"U","2010","28/02/2010","Bobsleigh","1","Steve Holcomb","29","United States","0","0","1"
"C","2010","28/02/2010","Bobsleigh","1","Kaillie Humphries","24","Canada","0","0","1"
"C","2010","28/02/2010","Bobsleigh","0","Chris le Bihan","32","Canada","0","1","1"
"U","2010","28/02/2010","Bobsleigh","1","Steve Mesler","31","United States","0","0","1"
"U","2010","28/02/2010","Bobsleigh","0","Elana Meyers","25","United States","0","1","1"
"C","2010","28/02/2010","Bobsleigh","1","Heather Moyse","31","Canada","0","0","1"
"U","2010","28/02/2010","Bobsleigh","1","Justin Olsen","22","United States","0","0","1"
"U","2010","28/02/2010","Bobsleigh","0","Erin Pac","29","United States","0","1","1"
"G","2010","28/02/2010","Bobsleigh","0","Martin Putze","25","Germany","1","0","1"
"G","2010","28/02/2010","Bobsleigh","0","Alexander Rödiger","24","Germany","1","0","1"
"C","2010","28/02/2010","Bobsleigh","0","Lyndon Rush","29","Canada","0","1","1"
"U","2010","28/02/2010","Bobsleigh","1","Curt Tomasevicz","29","United States","0","0","1"
"C","2010","28/02/2010","Bobsleigh","0","Helen Upperton","30","Canada","1","0","1"
"R","2010","28/02/2010","Bobsleigh","0","Aleksey Voyevoda","29","Russia","0","1","1"
"R","2010","28/02/2010","Bobsleigh","0","Aleksandr Zubkov","35","Russia","0","1","1"
"C","2006","26/02/2006","Bobsleigh","0","Lascelles Brown","31","Canada","1","0","1"
"U","2006","26/02/2006","Bobsleigh","0","Valerie Fleming","29","United States","1","0","1"
"S","2006","26/02/2006","Bobsleigh","0","Cédric Grand","30","Switzerland","0","1","1"
"G","2006","26/02/2006","Bobsleigh","1","René Hoppe","29","Germany","0","0","1"
"I","2006","26/02/2006","Bobsleigh","0","Jennifer Isacco","28","Italy","0","1","1"
"S","2006","26/02/2006","Bobsleigh","0","Thomas Lamparter","27","Switzerland","0","1","1"
"C","2006","26/02/2006","Bobsleigh","0","Pierre Lueders","35","Canada","1","0","1"
"G","2006","26/02/2006","Bobsleigh","1","Sandra Prokoff-Kiriasis","31","Germany","0","0","1"
"G","2006","26/02/2006","Bobsleigh","1","Martin Putze","21","Germany","0","0","1"
"U","2006","26/02/2006","Bobsleigh","0","Shauna Rohbock","28","United States","1","0","1"
"G","2006","26/02/2006","Bobsleigh","1","Anja Schneiderheinze","27","Germany","0","0","1"
"R","2006","26/02/2006","Bobsleigh","0","Aleksey Seliverstov","29","Russia","1","0","1"
"R","2006","26/02/2006","Bobsleigh","0","Aleksey Voyevoda","25","Russia","1","0","1"
"I","2006","26/02/2006","Bobsleigh","0","Gerda Weissensteiner","37","Italy","0","1","1"
"R","2006","26/02/2006","Bobsleigh","0","Filipp Yegorov","27","Russia","1","0","1"
"R","2006","26/02/2006","Bobsleigh","0","Aleksandr Zubkov","31","Russia","1","0","1"
"S","2002","24/02/2002","Bobsleigh","0","Steve Anderhub","31","Switzerland","1","0","1"
"S","2002","24/02/2002","Bobsleigh","0","Martin Annen","28","Switzerland","0","1","1"
"U","2002","24/02/2002","Bobsleigh","1","Jill Bakken","25","United States","0","0","1"
"G","2002","24/02/2002","Bobsleigh","1","Carsten Embach","33","Germany","0","0","1"
"G","2002","24/02/2002","Bobsleigh","0","Susi Erdmann","34","Germany","0","1","1"
"U","2002","24/02/2002","Bobsleigh","1","Vonetta Flowers","28","United States","0","0","1"
"U","2002","24/02/2002","Bobsleigh","0","Todd Hays","32","United States","1","0","1"
"S","2002","24/02/2002","Bobsleigh","0","Beat Hefti","24","Switzerland","0","1","1"
"G","2002","24/02/2002","Bobsleigh","0","Nicole Herschmann","26","Germany","0","1","1"
"U","2002","24/02/2002","Bobsleigh","0","Garrett Hines","32","United States","1","0","1"
"G","2002","24/02/2002","Bobsleigh","0","Ulrike Holzner","33","Germany","1","0","1"
"U","2002","24/02/2002","Bobsleigh","0","Randy Jones","32","United States","1","0","1"
"U","2002","24/02/2002","Bobsleigh","0","Mike Kohn","29","United States","0","1","1"
"G","2002","24/02/2002","Bobsleigh","1","Enrico Kühn","24","Germany","0","0","1"
"G","2002","24/02/2002","Bobsleigh","1","Kevin Kuske","23","Germany","0","0","1"
"G","2002","24/02/2002","Bobsleigh","1","André Lange","28","Germany","0","0","1"
"G","2002","24/02/2002","Bobsleigh","1","Christoph Langen","39","Germany","0","0","1"
"G","2002","24/02/2002","Bobsleigh","0","Sandra Prokoff-Kiriasis","27","Germany","1","0","1"
"S","2002","24/02/2002","Bobsleigh","0","Christian Reich","34","Switzerland","1","0","1"
"U","2002","24/02/2002","Bobsleigh","0","Bill Schuffenhauer","28","United States","1","0","1"
"U","2002","24/02/2002","Bobsleigh","0","Doug Sharp","32","United States","0","1","1"
"U","2002","24/02/2002","Bobsleigh","0","Brian Shimer","39","United States","0","1","1"
"U","2002","24/02/2002","Bobsleigh","0","Dan Steele","32","United States","0","1","1"
"G","2002","24/02/2002","Bobsleigh","1","Markus Zimmermann","37","Germany","0","0","1"
"F","2010","28/02/2010","Biathlon","0","Sandrine Bailly","30","France","1","0","1"
"F","2010","28/02/2010","Biathlon","0","Sylvie Becaert","34","France","1","0","1"
"N","2010","28/02/2010","Biathlon","1","Tora Berger","28","Norway","0","0","1"
"R","2010","28/02/2010","Biathlon","1","Anna Bogaly-Titovets","30","Russia","0","0","1"
"N","2010","28/02/2010","Biathlon","1","Tarjei Bø","21","Norway","0","0","1"
"R","2010","28/02/2010","Biathlon","0","Ivan Cherezov","29","Russia","0","1","1"
"R","2010","28/02/2010","Biathlon","0","Maksim Chudov","27","Russia","0","1","1"
"B","2010","28/02/2010","Biathlon","0","Darya Domracheva","23","Belarus","0","1","1"
"A","2010","28/02/2010","Biathlon","0","Simon Eder","27","Austria","1","0","1"
